Data Actual Time,Data Received Time,Time Difference,Latitude,Longitude,Speed,Altitude,Timestamp
2025-01-14 20:50:28,2025-01-14 20:50:51,00:00:23,26.7720516,85.2687299,43,46.0,2025-01-14 20:50:28
2025-01-14 20:50:29,2025-01-14 20:50:51,00:00:22,26.7719483,85.2687416,44,47.0,2025-01-14 20:50:29
2025-01-14 20:50:30,2025-01-14 20:50:51,00:00:21,26.7718299,85.2687983,48,48.0,2025-01-14 20:50:30
2025-01-14 20:50:38,2025-01-14 20:50:51,00:00:13,26.77094,85.2692749,49,48.0,2025-01-14 20:50:38
2025-01-14 20:50:46,2025-01-14 20:50:51,00:00:05,26.770075,85.2697866,47,50.0,2025-01-14 20:50:46
2025-01-14 20:50:55,2025-01-14 20:50:59,00:00:04,26.769185,85.2702733,45,53.0,2025-01-14 20:50:55
2025-01-14 20:51:02,2025-01-14 20:51:15,00:00:13,26.7685183,85.2707133,32,45.0,2025-01-14 20:51:02
2025-01-14 20:51:04,2025-01-14 20:51:15,00:00:11,26.7684149,85.27075,22,46.0,2025-01-14 20:51:04
2025-01-14 20:51:06,2025-01-14 20:51:15,00:00:09,26.7683466,85.2707966,0,47.0,2025-01-14 20:51:06
2025-01-14 20:51:07,2025-01-14 20:51:15,00:00:08,26.7683216,85.2708283,0,48.0,2025-01-14 20:51:07
2025-01-14 20:51:08,2025-01-14 20:51:15,00:00:07,26.7683033,85.2708533,0,48.0,2025-01-14 20:51:08
2025-01-14 20:51:09,2025-01-14 20:51:15,00:00:06,26.7682916,85.2708633,0,48.0,2025-01-14 20:51:09
2025-01-14 20:51:10,2025-01-14 20:51:15,00:00:05,26.768285,85.2708649,0,48.0,2025-01-14 20:51:10
2025-01-14 20:51:11,2025-01-14 20:51:15,00:00:04,26.7682866,85.2708649,0,48.0,2025-01-14 20:51:11
2025-01-14 20:51:20,2025-01-14 20:51:22,00:00:02,26.7682566,85.2708866,7,49.0,2025-01-14 20:51:20
2025-01-14 20:51:23,2025-01-14 20:51:27,00:00:04,26.768155,85.2709333,21,52.0,2025-01-14 20:51:23
2025-01-14 20:51:27,2025-01-14 20:51:28,00:00:01,26.7679033,85.2710683,31,55.0,2025-01-14 20:51:27
2025-01-14 20:51:37,2025-01-14 20:51:41,00:00:04,26.7670733,85.2715449,39,52.0,2025-01-14 20:51:37
2025-01-14 20:51:46,2025-01-14 20:51:50,00:00:04,26.7663249,85.2720033,33,61.0,2025-01-14 20:51:46
2025-01-14 20:51:49,2025-01-14 20:51:55,00:00:06,26.7661366,85.2722116,32,64.0,2025-01-14 20:51:49
2025-01-14 20:51:51,2025-01-14 20:51:55,00:00:04,26.766045,85.2723583,34,64.0,2025-01-14 20:51:51
2025-01-14 20:51:54,2025-01-14 20:51:56,00:00:02,26.76594,85.2726099,35,63.0,2025-01-14 20:51:54
2025-01-14 20:51:56,2025-01-14 20:52:01,00:00:05,26.765905,85.2728033,36,62.0,2025-01-14 20:51:56
2025-01-14 20:52:02,2025-01-14 20:52:06,00:00:04,26.7658899,85.2734633,34,65.0,2025-01-14 20:52:02
2025-01-14 20:52:15,2025-01-14 20:52:25,00:00:10,26.7659633,85.2745083,29,61.0,2025-01-14 20:52:15
2025-01-14 20:52:20,2025-01-14 20:52:25,00:00:05,26.7659466,85.274855,21,60.0,2025-01-14 20:52:20
2025-01-14 20:52:22,2025-01-14 20:52:25,00:00:03,26.7658833,85.2749466,18,60.0,2025-01-14 20:52:22
2025-01-14 20:52:23,2025-01-14 20:52:25,00:00:02,26.7658116,85.2749533,18,61.0,2025-01-14 20:52:23
2025-01-14 20:52:24,2025-01-14 20:52:27,00:00:03,26.76575,85.2749583,19,61.0,2025-01-14 20:52:24
2025-01-14 20:52:31,2025-01-14 20:52:34,00:00:03,26.7653,85.2750083,20,67.0,2025-01-14 20:52:31
2025-01-14 20:52:32,2025-01-14 20:52:34,00:00:02,26.765255,85.2750366,18,68.0,2025-01-14 20:52:32
2025-01-14 20:52:33,2025-01-14 20:52:36,00:00:03,26.7652216,85.2750783,17,66.0,2025-01-14 20:52:33
2025-01-14 20:52:35,2025-01-14 20:52:38,00:00:03,26.7651633,85.2751883,22,66.0,2025-01-14 20:52:35
2025-01-14 20:52:37,2025-01-14 20:52:41,00:00:04,26.7651333,85.2753283,26,65.0,2025-01-14 20:52:37
2025-01-14 20:52:49,2025-01-14 20:53:00,00:00:11,26.7650549,85.2763599,32,62.0,2025-01-14 20:52:49
2025-01-14 20:53:00,2025-01-14 20:53:06,00:00:06,26.7649433,85.2774416,34,67.0,2025-01-14 20:53:00
2025-01-14 20:53:11,2025-01-14 20:53:15,00:00:04,26.7648366,85.278535,34,78.0,2025-01-14 20:53:11
2025-01-14 20:53:22,2025-01-14 20:53:24,00:00:02,26.764745,85.2796083,30,76.0,2025-01-14 20:53:22
2025-01-14 20:53:32,2025-01-14 20:53:40,00:00:08,26.7647016,85.2803416,20,79.0,2025-01-14 20:53:32
2025-01-14 20:53:34,2025-01-14 20:53:40,00:00:06,26.7647133,85.2804166,10,78.0,2025-01-14 20:53:34
2025-01-14 20:53:42,2025-01-14 20:53:47,00:00:05,26.764795,85.2804949,7,72.0,2025-01-14 20:53:42
2025-01-14 20:53:48,2025-01-14 20:53:52,00:00:04,26.7649366,85.2805666,9,69.0,2025-01-14 20:53:48
2025-01-14 20:53:49,2025-01-14 20:53:52,00:00:03,26.76497,85.2805766,13,68.0,2025-01-14 20:53:49
2025-01-14 20:53:54,2025-01-14 20:53:58,00:00:04,26.7651483,85.2806366,10,69.0,2025-01-14 20:53:54
2025-01-14 20:54:03,2025-01-14 20:54:07,00:00:04,26.7653766,85.2807916,12,65.0,2025-01-14 20:54:03
2025-01-14 20:54:06,2025-01-14 20:54:14,00:00:08,26.7654566,85.2808566,11,64.0,2025-01-14 20:54:06
2025-01-14 20:54:15,2025-01-14 20:54:21,00:00:06,26.7656766,85.281025,9,65.0,2025-01-14 20:54:15
2025-01-14 20:54:17,2025-01-14 20:54:21,00:00:04,26.7657216,85.2810466,11,65.0,2025-01-14 20:54:17
2025-01-14 20:54:21,2025-01-14 20:54:26,00:00:05,26.7658066,85.2811116,10,65.0,2025-01-14 20:54:21
2025-01-14 20:54:30,2025-01-14 20:54:35,00:00:05,26.7660066,85.281205,6,70.0,2025-01-14 20:54:30
2025-01-14 20:54:36,2025-01-14 20:54:39,00:00:03,26.7660783,85.2812566,7,68.0,2025-01-14 20:54:36
2025-01-14 20:54:38,2025-01-14 20:54:44,00:00:06,26.7661149,85.2812816,8,68.0,2025-01-14 20:54:38
2025-01-14 20:54:42,2025-01-14 20:54:49,00:00:07,26.7662349,85.2813483,16,67.0,2025-01-14 20:54:42
2025-01-14 20:54:44,2025-01-14 20:54:49,00:00:05,26.7663166,85.28139,18,67.0,2025-01-14 20:54:44
2025-01-14 20:54:48,2025-01-14 20:54:59,00:00:11,26.7664716,85.2814883,16,67.0,2025-01-14 20:54:48
2025-01-14 20:54:49,2025-01-14 20:54:59,00:00:10,26.766505,85.2815216,20,68.0,2025-01-14 20:54:49
2025-01-14 20:54:50,2025-01-14 20:54:59,00:00:09,26.7665316,85.2815583,20,68.0,2025-01-14 20:54:50
2025-01-14 20:54:51,2025-01-14 20:54:59,00:00:08,26.7665533,85.2816,20,66.0,2025-01-14 20:54:51
2025-01-14 20:54:52,2025-01-14 20:54:59,00:00:07,26.7665633,85.281645,20,65.0,2025-01-14 20:54:52
2025-01-14 20:54:53,2025-01-14 20:54:59,00:00:06,26.7665599,85.2816966,20,64.0,2025-01-14 20:54:53
2025-01-14 20:54:54,2025-01-14 20:54:59,00:00:05,26.7665533,85.2817533,18,64.0,2025-01-14 20:54:54
2025-01-14 20:55:14,2025-01-14 20:55:19,00:00:05,26.76638,85.2827733,16,64.0,2025-01-14 20:55:14
2025-01-14 20:55:20,2025-01-14 20:55:27,00:00:07,26.7663716,85.2830283,13,65.0,2025-01-14 20:55:20
2025-01-14 20:55:22,2025-01-14 20:55:39,00:00:17,26.7663849,85.2831083,11,65.0,2025-01-14 20:55:22
2025-01-14 20:55:23,2025-01-14 20:55:39,00:00:16,26.7663983,85.283145,0,65.0,2025-01-14 20:55:23
2025-01-14 20:55:24,2025-01-14 20:55:39,00:00:15,26.766415,85.2831616,0,64.0,2025-01-14 20:55:24
2025-01-14 20:55:27,2025-01-14 20:55:39,00:00:12,26.7664533,85.28319,0,63.0,2025-01-14 20:55:27
2025-01-14 20:55:28,2025-01-14 20:55:39,00:00:11,26.7664566,85.2831916,0,63.0,2025-01-14 20:55:28
2025-01-14 20:55:29,2025-01-14 20:55:39,00:00:10,26.7664533,85.2831916,0,63.0,2025-01-14 20:55:29
2025-01-14 20:55:30,2025-01-14 20:55:39,00:00:09,26.7664533,85.28319,0,63.0,2025-01-14 20:55:30
2025-01-14 20:55:31,2025-01-14 20:55:39,00:00:08,26.7664533,85.28319,0,63.0,2025-01-14 20:55:31
2025-01-14 20:55:32,2025-01-14 20:55:39,00:00:07,26.7664533,85.28319,0,63.0,2025-01-14 20:55:32
2025-01-14 20:55:50,2025-01-14 20:55:52,00:00:02,26.7664866,85.2832083,9,63.0,2025-01-14 20:55:50
2025-01-14 20:55:56,2025-01-14 20:55:59,00:00:03,26.7666833,85.2833349,16,62.0,2025-01-14 20:55:56
2025-01-14 20:56:01,2025-01-14 20:56:09,00:00:08,26.7668416,85.2834383,12,63.0,2025-01-14 20:56:01
2025-01-14 20:56:02,2025-01-14 20:56:09,00:00:07,26.7668599,85.2834266,0,64.0,2025-01-14 20:56:02
2025-01-14 20:56:03,2025-01-14 20:56:09,00:00:06,26.7668749,85.2834283,0,65.0,2025-01-14 20:56:03
2025-01-14 20:56:05,2025-01-14 20:56:09,00:00:04,26.7668916,85.2834533,0,67.0,2025-01-14 20:56:05
2025-01-14 20:57:05,2025-01-14 20:57:13,00:00:08,26.7668983,85.2834616,0,67.0,2025-01-14 20:57:05
2025-01-14 20:59:05,2025-01-14 20:59:20,00:00:15,26.7668983,85.2834616,0,67.0,2025-01-14 20:59:05
2025-01-14 21:01:05,2025-01-14 21:01:10,00:00:05,26.7668983,85.2834616,0,67.0,2025-01-14 21:01:05
2025-01-14 21:03:05,2025-01-14 21:03:16,00:00:11,26.7668983,85.2834616,0,67.0,2025-01-14 21:03:05
2025-01-14 21:05:05,2025-01-14 21:05:11,00:00:06,26.7668983,85.2834616,0,67.0,2025-01-14 21:05:05
2025-01-14 21:07:05,2025-01-14 21:07:23,00:00:18,26.7668983,85.2834616,0,67.0,2025-01-14 21:07:05
2025-01-14 21:09:05,2025-01-14 21:09:19,00:00:14,26.7668983,85.2834616,0,67.0,2025-01-14 21:09:05
2025-01-14 21:11:05,2025-01-14 21:11:17,00:00:12,26.7668983,85.2834616,0,67.0,2025-01-14 21:11:05
2025-01-14 21:12:30,2025-01-14 21:12:34,00:00:04,26.7672583,85.2837716,26,68.0,2025-01-14 21:12:30
2025-01-14 21:12:36,2025-01-14 21:12:40,00:00:04,26.7676483,85.284075,36,68.0,2025-01-14 21:12:36
2025-01-14 21:12:43,2025-01-14 21:12:47,00:00:04,26.7680866,85.2844283,23,64.0,2025-01-14 21:12:43
2025-01-14 21:12:58,2025-01-14 21:13:01,00:00:03,26.768745,85.28513,21,58.0,2025-01-14 21:12:58
2025-01-14 21:13:12,2025-01-14 21:13:16,00:00:04,26.7691966,85.285735,18,59.0,2025-01-14 21:13:12
2025-01-14 21:13:15,2025-01-14 21:13:17,00:00:02,26.769265,85.285865,17,59.0,2025-01-14 21:13:15
2025-01-14 21:13:17,2025-01-14 21:13:22,00:00:05,26.76928,85.2859566,15,59.0,2025-01-14 21:13:17
2025-01-14 21:13:20,2025-01-14 21:13:22,00:00:02,26.769285,85.2860483,7,59.0,2025-01-14 21:13:20
2025-01-14 21:13:23,2025-01-14 21:13:27,00:00:04,26.7692966,85.2860916,6,58.0,2025-01-14 21:13:23
2025-01-14 21:13:28,2025-01-14 21:13:32,00:00:04,26.7693266,85.286225,16,57.0,2025-01-14 21:13:28
2025-01-14 21:13:36,2025-01-14 21:13:45,00:00:09,26.769425,85.28668,26,58.0,2025-01-14 21:13:36
2025-01-14 21:13:47,2025-01-14 21:13:51,00:00:04,26.76965,85.2876683,33,57.0,2025-01-14 21:13:47
2025-01-14 21:14:00,2025-01-14 21:14:03,00:00:03,26.7700616,85.2885866,26,61.0,2025-01-14 21:14:00
2025-01-14 21:14:14,2025-01-14 21:14:17,00:00:03,26.7705583,85.2894616,25,60.0,2025-01-14 21:14:14
2025-01-14 21:14:27,2025-01-14 21:14:32,00:00:05,26.7710133,85.2903366,31,59.0,2025-01-14 21:14:27
2025-01-14 21:14:38,2025-01-14 21:14:44,00:00:06,26.7714866,85.2912549,32,60.0,2025-01-14 21:14:38
2025-01-14 21:14:45,2025-01-14 21:14:54,00:00:09,26.7717833,85.2917833,32,60.0,2025-01-14 21:14:45
2025-01-14 21:14:47,2025-01-14 21:14:54,00:00:07,26.77191,85.2919066,35,60.0,2025-01-14 21:14:47
2025-01-14 21:14:48,2025-01-14 21:14:54,00:00:06,26.77198,85.2919583,35,60.0,2025-01-14 21:14:48
2025-01-14 21:14:49,2025-01-14 21:14:54,00:00:05,26.77205,85.2920149,35,60.0,2025-01-14 21:14:49
2025-01-14 21:14:50,2025-01-14 21:14:54,00:00:04,26.7721233,85.2920783,35,59.0,2025-01-14 21:14:50
2025-01-14 21:14:53,2025-01-14 21:14:57,00:00:04,26.7723283,85.2922133,21,56.0,2025-01-14 21:14:53
2025-01-14 21:14:55,2025-01-14 21:14:57,00:00:02,26.7723716,85.292245,9,53.0,2025-01-14 21:14:55
2025-01-14 21:15:05,2025-01-14 21:15:07,00:00:02,26.7726466,85.292355,22,48.0,2025-01-14 21:15:05
2025-01-14 21:15:07,2025-01-14 21:15:13,00:00:06,26.7727949,85.29242,33,46.0,2025-01-14 21:15:07
2025-01-14 21:15:12,2025-01-14 21:15:17,00:00:05,26.773225,85.2926749,36,46.0,2025-01-14 21:15:12
2025-01-14 21:15:22,2025-01-14 21:15:25,00:00:03,26.7739233,85.2933166,39,50.0,2025-01-14 21:15:22
2025-01-14 21:15:29,2025-01-14 21:15:33,00:00:04,26.7745183,85.2937166,40,49.0,2025-01-14 21:15:29
2025-01-14 21:15:39,2025-01-14 21:15:47,00:00:08,26.7753483,85.294015,33,47.0,2025-01-14 21:15:39
2025-01-14 21:15:49,2025-01-14 21:15:52,00:00:03,26.7762366,85.2943716,38,52.0,2025-01-14 21:15:49
2025-01-14 21:15:59,2025-01-14 21:16:01,00:00:02,26.7771233,85.2947233,37,61.0,2025-01-14 21:15:59
2025-01-14 21:16:05,2025-01-14 21:16:08,00:00:03,26.7776166,85.2949833,19,65.0,2025-01-14 21:16:05
2025-01-14 21:16:08,2025-01-14 21:16:12,00:00:04,26.7777,85.2950266,19,65.0,2025-01-14 21:16:08
2025-01-14 21:16:12,2025-01-14 21:16:17,00:00:05,26.7779399,85.2951766,28,64.0,2025-01-14 21:16:12
2025-01-14 21:16:24,2025-01-14 21:16:34,00:00:10,26.7788033,85.29564,24,64.0,2025-01-14 21:16:24
2025-01-14 21:16:30,2025-01-14 21:16:34,00:00:04,26.7790583,85.2958033,18,60.0,2025-01-14 21:16:30
2025-01-14 21:16:33,2025-01-14 21:16:39,00:00:06,26.7791683,85.2958783,20,61.0,2025-01-14 21:16:33
2025-01-14 21:16:49,2025-01-14 21:16:51,00:00:02,26.7800416,85.2962966,24,54.0,2025-01-14 21:16:49
2025-01-14 21:16:53,2025-01-14 21:16:56,00:00:03,26.7802149,85.2963566,14,54.0,2025-01-14 21:16:53
2025-01-14 21:17:01,2025-01-14 21:17:05,00:00:04,26.7805316,85.2965283,24,57.0,2025-01-14 21:17:01
2025-01-14 21:17:10,2025-01-14 21:17:12,00:00:02,26.7810166,85.2968233,21,54.0,2025-01-14 21:17:10
2025-01-14 21:17:15,2025-01-14 21:17:17,00:00:02,26.7812883,85.2969366,26,56.0,2025-01-14 21:17:15
2025-01-14 21:17:26,2025-01-14 21:17:29,00:00:03,26.7819199,85.2972833,24,58.0,2025-01-14 21:17:26
2025-01-14 21:17:37,2025-01-14 21:17:48,00:00:11,26.78249,85.2974883,22,55.0,2025-01-14 21:17:37
2025-01-14 21:17:39,2025-01-14 21:17:48,00:00:09,26.7825816,85.2975883,25,56.0,2025-01-14 21:17:39
2025-01-14 21:17:40,2025-01-14 21:17:48,00:00:08,26.7826183,85.2976516,27,56.0,2025-01-14 21:17:40
2025-01-14 21:17:41,2025-01-14 21:17:48,00:00:07,26.7826416,85.2977183,27,57.0,2025-01-14 21:17:41
2025-01-14 21:17:42,2025-01-14 21:17:48,00:00:06,26.7826499,85.2977866,30,57.0,2025-01-14 21:17:42
2025-01-14 21:17:43,2025-01-14 21:17:48,00:00:05,26.7826466,85.2978583,30,57.0,2025-01-14 21:17:43
2025-01-14 21:17:44,2025-01-14 21:17:48,00:00:04,26.7826349,85.297935,30,57.0,2025-01-14 21:17:44
2025-01-14 21:17:55,2025-01-14 21:17:57,00:00:02,26.7826549,85.2989783,34,56.0,2025-01-14 21:17:55
2025-01-14 21:18:04,2025-01-14 21:18:06,00:00:02,26.78263,85.2999283,25,57.0,2025-01-14 21:18:04
2025-01-14 21:18:07,2025-01-14 21:18:15,00:00:08,26.7826433,85.3000633,12,56.0,2025-01-14 21:18:07
2025-01-14 21:18:16,2025-01-14 21:18:21,00:00:05,26.7826883,85.3004683,21,55.0,2025-01-14 21:18:16
2025-01-14 21:18:32,2025-01-14 21:18:35,00:00:03,26.7827216,85.3013883,11,52.0,2025-01-14 21:18:32
2025-01-14 21:18:33,2025-01-14 21:18:35,00:00:02,26.7827066,85.3014116,9,52.0,2025-01-14 21:18:33
2025-01-14 21:18:34,2025-01-14 21:18:42,00:00:08,26.7826883,85.3014333,7,52.0,2025-01-14 21:18:34
2025-01-14 21:18:38,2025-01-14 21:18:42,00:00:04,26.7826333,85.3014683,6,54.0,2025-01-14 21:18:38
2025-01-14 21:18:43,2025-01-14 21:18:45,00:00:02,26.7824849,85.3014516,16,53.0,2025-01-14 21:18:43
2025-01-14 21:19:01,2025-01-14 21:19:11,00:00:10,26.7815733,85.3013616,23,50.0,2025-01-14 21:19:01
