Data Actual Time,Data Received Time,Time Difference,Latitude,Longitude,Speed,Altitude,Timestamp
2025-01-04 21:19:13,2025-01-04 21:19:15,00:00:02,26.7724583,85.2686966,43,55.0,2025-01-04 21:19:13
2025-01-04 21:19:16,2025-01-04 21:19:21,00:00:05,26.7721299,85.2686883,48,60.0,2025-01-04 21:19:16
2025-01-04 21:19:18,2025-01-04 21:19:21,00:00:03,26.771925,85.2687516,47,62.0,2025-01-04 21:19:18
2025-01-04 21:19:21,2025-01-04 21:19:30,00:00:09,26.7715683,85.2689149,48,63.0,2025-01-04 21:19:21
2025-01-04 21:19:29,2025-01-04 21:19:35,00:00:06,26.7706599,85.2694849,51,58.0,2025-01-04 21:19:29
2025-01-04 21:19:36,2025-01-04 21:19:38,00:00:02,26.7698033,85.2699833,54,57.0,2025-01-04 21:19:36
2025-01-04 21:19:43,2025-01-04 21:19:46,00:00:03,26.7689833,85.2704733,54,57.0,2025-01-04 21:19:43
2025-01-04 21:19:50,2025-01-04 21:19:52,00:00:02,26.76811,85.2709916,59,58.0,2025-01-04 21:19:50
2025-01-04 21:19:55,2025-01-04 21:19:58,00:00:03,26.7675433,85.2713033,48,56.0,2025-01-04 21:19:55
2025-01-04 21:20:00,2025-01-04 21:20:03,00:00:03,26.7670616,85.2715866,38,59.0,2025-01-04 21:20:00
2025-01-04 21:20:10,2025-01-04 21:20:13,00:00:03,26.7662416,85.2720716,38,60.0,2025-01-04 21:20:10
2025-01-04 21:20:13,2025-01-04 21:20:18,00:00:05,26.7660299,85.2723399,39,56.0,2025-01-04 21:20:13
2025-01-04 21:20:15,2025-01-04 21:20:18,00:00:03,26.7659216,85.2725466,39,54.0,2025-01-04 21:20:15
2025-01-04 21:20:18,2025-01-04 21:20:26,00:00:08,26.7658566,85.2728766,38,59.0,2025-01-04 21:20:18
2025-01-04 21:20:20,2025-01-04 21:20:26,00:00:06,26.7658416,85.2730666,35,60.0,2025-01-04 21:20:20
2025-01-04 21:20:21,2025-01-04 21:20:26,00:00:05,26.765845,85.2731533,35,59.0,2025-01-04 21:20:21
2025-01-04 21:20:32,2025-01-04 21:20:35,00:00:03,26.7658733,85.274235,32,57.0,2025-01-04 21:20:32
2025-01-04 21:20:38,2025-01-04 21:20:42,00:00:04,26.765885,85.2748316,28,57.0,2025-01-04 21:20:38
2025-01-04 21:20:40,2025-01-04 21:20:42,00:00:02,26.7658383,85.274955,26,59.0,2025-01-04 21:20:40
2025-01-04 21:20:41,2025-01-04 21:20:52,00:00:11,26.7657766,85.2749733,25,59.0,2025-01-04 21:20:41
2025-01-04 21:20:42,2025-01-04 21:20:52,00:00:10,26.7657016,85.2749833,32,59.0,2025-01-04 21:20:42
2025-01-04 21:20:43,2025-01-04 21:20:52,00:00:09,26.765605,85.2749766,21,58.0,2025-01-04 21:20:43
2025-01-04 21:20:44,2025-01-04 21:20:52,00:00:08,26.7655116,85.2749716,21,59.0,2025-01-04 21:20:44
2025-01-04 21:20:45,2025-01-04 21:20:52,00:00:07,26.7654216,85.2749799,21,59.0,2025-01-04 21:20:45
2025-01-04 21:20:46,2025-01-04 21:20:52,00:00:06,26.7653349,85.2749883,21,60.0,2025-01-04 21:20:46
2025-01-04 21:20:48,2025-01-04 21:20:52,00:00:04,26.7652116,85.2750316,21,61.0,2025-01-04 21:20:48
2025-01-04 21:20:49,2025-01-04 21:20:52,00:00:03,26.7651683,85.27507,21,61.0,2025-01-04 21:20:49
2025-01-04 21:20:51,2025-01-04 21:20:57,00:00:06,26.7650916,85.2751766,24,62.0,2025-01-04 21:20:51
2025-01-04 21:20:52,2025-01-04 21:20:57,00:00:05,26.7650799,85.2752483,25,61.0,2025-01-04 21:20:52
2025-01-04 21:20:54,2025-01-04 21:20:57,00:00:03,26.765075,85.2754216,30,61.0,2025-01-04 21:20:54
2025-01-04 21:21:01,2025-01-04 21:21:03,00:00:02,26.7650183,85.2762016,40,66.0,2025-01-04 21:21:01
2025-01-04 21:21:09,2025-01-04 21:21:13,00:00:04,26.7648883,85.2772016,49,61.0,2025-01-04 21:21:09
2025-01-04 21:21:17,2025-01-04 21:21:22,00:00:05,26.7648416,85.2782883,43,59.0,2025-01-04 21:21:17
2025-01-04 21:21:26,2025-01-04 21:21:29,00:00:03,26.7647116,85.2793833,44,56.0,2025-01-04 21:21:26
2025-01-04 21:21:33,2025-01-04 21:21:36,00:00:03,26.7646616,85.2801399,34,61.0,2025-01-04 21:21:33
2025-01-04 21:21:35,2025-01-04 21:21:41,00:00:06,26.7646466,85.280285,21,61.0,2025-01-04 21:21:35
2025-01-04 21:21:38,2025-01-04 21:21:41,00:00:03,26.7646566,85.2803833,9,60.0,2025-01-04 21:21:38
2025-01-04 21:21:43,2025-01-04 21:21:47,00:00:04,26.7647166,85.280445,6,56.0,2025-01-04 21:21:43
2025-01-04 21:21:47,2025-01-04 21:21:51,00:00:04,26.764835,85.2805,16,54.0,2025-01-04 21:21:47
2025-01-04 21:21:56,2025-01-04 21:22:00,00:00:04,26.765175,85.28065,14,55.0,2025-01-04 21:21:56
2025-01-04 21:22:03,2025-01-04 21:22:08,00:00:05,26.7654116,85.28079,15,56.0,2025-01-04 21:22:03
2025-01-04 21:22:10,2025-01-04 21:22:13,00:00:03,26.76563,85.2809833,14,57.0,2025-01-04 21:22:10
2025-01-04 21:22:21,2025-01-04 21:22:24,00:00:03,26.7660566,85.2812133,22,58.0,2025-01-04 21:22:21
2025-01-04 21:22:27,2025-01-04 21:22:31,00:00:04,26.7663966,85.281375,24,56.0,2025-01-04 21:22:27
2025-01-04 21:22:30,2025-01-04 21:22:32,00:00:02,26.7665266,85.2815,24,57.0,2025-01-04 21:22:30
2025-01-04 21:22:31,2025-01-04 21:22:43,00:00:12,26.7665383,85.2815533,20,57.0,2025-01-04 21:22:31
2025-01-04 21:22:32,2025-01-04 21:22:43,00:00:11,26.7665316,85.2816283,23,56.0,2025-01-04 21:22:32
2025-01-04 21:22:33,2025-01-04 21:22:43,00:00:10,26.7665266,85.2816966,27,56.0,2025-01-04 21:22:33
2025-01-04 21:22:34,2025-01-04 21:22:43,00:00:09,26.76652,85.2817599,27,56.0,2025-01-04 21:22:34
2025-01-04 21:22:35,2025-01-04 21:22:43,00:00:08,26.7665083,85.281825,27,56.0,2025-01-04 21:22:35
2025-01-04 21:22:36,2025-01-04 21:22:43,00:00:07,26.766495,85.28189,27,56.0,2025-01-04 21:22:36
2025-01-04 21:22:37,2025-01-04 21:22:43,00:00:06,26.7664816,85.2819666,23,58.0,2025-01-04 21:22:37
2025-01-04 21:22:38,2025-01-04 21:22:43,00:00:05,26.766465,85.2820449,23,59.0,2025-01-04 21:22:38
2025-01-04 21:22:47,2025-01-04 21:22:50,00:00:03,26.7663816,85.282655,17,55.0,2025-01-04 21:22:47
2025-01-04 21:22:51,2025-01-04 21:22:54,00:00:03,26.76636,85.2828016,16,56.0,2025-01-04 21:22:51
2025-01-04 21:22:58,2025-01-04 21:23:02,00:00:04,26.7663383,85.2831066,13,55.0,2025-01-04 21:22:58
2025-01-04 21:22:59,2025-01-04 21:23:02,00:00:03,26.7663433,85.2831399,11,55.0,2025-01-04 21:22:59
2025-01-04 21:23:00,2025-01-04 21:23:02,00:00:02,26.76636,85.28317,13,56.0,2025-01-04 21:23:00
2025-01-04 21:23:01,2025-01-04 21:23:04,00:00:03,26.7663833,85.2831916,13,58.0,2025-01-04 21:23:01
2025-01-04 21:23:04,2025-01-04 21:23:12,00:00:08,26.7664833,85.28326,15,56.0,2025-01-04 21:23:04
2025-01-04 21:23:13,2025-01-04 21:23:17,00:00:04,26.7667683,85.2834266,13,54.0,2025-01-04 21:23:13
2025-01-04 21:23:17,2025-01-04 21:23:22,00:00:05,26.7668466,85.283475,10,54.0,2025-01-04 21:23:17
2025-01-04 21:23:20,2025-01-04 21:23:22,00:00:02,26.7669016,85.2835166,9,55.0,2025-01-04 21:23:20
2025-01-04 21:24:20,2025-01-04 21:24:33,00:00:13,26.7669183,85.28353,0,57.0,2025-01-04 21:24:20
2025-01-04 21:26:20,2025-01-04 21:26:28,00:00:08,26.7669183,85.28353,0,57.0,2025-01-04 21:26:20
2025-01-04 21:28:20,2025-01-04 21:28:28,00:00:08,26.7669183,85.28353,0,57.0,2025-01-04 21:28:20
2025-01-04 21:30:20,2025-01-04 21:30:38,00:00:18,26.7669183,85.28353,0,57.0,2025-01-04 21:30:20
2025-01-04 21:32:20,2025-01-04 21:32:27,00:00:07,26.7669183,85.28353,0,57.0,2025-01-04 21:32:20
2025-01-04 21:34:16,2025-01-04 21:34:22,00:00:06,26.7669183,85.28353,0,57.0,2025-01-04 21:34:16
2025-01-04 21:34:39,2025-01-04 21:34:46,00:00:07,26.7669866,85.2835233,7,55.0,2025-01-04 21:34:39
2025-01-04 21:34:40,2025-01-04 21:34:46,00:00:06,26.7670033,85.28354,14,55.0,2025-01-04 21:34:40
2025-01-04 21:34:41,2025-01-04 21:34:46,00:00:05,26.7670233,85.2835733,19,55.0,2025-01-04 21:34:41
2025-01-04 21:34:46,2025-01-04 21:34:47,00:00:01,26.767195,85.2837416,22,55.0,2025-01-04 21:34:46
2025-01-04 21:35:00,2025-01-04 21:35:04,00:00:04,26.7679733,85.2843683,22,49.0,2025-01-04 21:35:00
2025-01-04 21:35:13,2025-01-04 21:35:16,00:00:03,26.7685316,85.2848766,16,48.0,2025-01-04 21:35:13
2025-01-04 21:35:16,2025-01-04 21:35:21,00:00:05,26.7685633,85.284915,5,48.0,2025-01-04 21:35:16
2025-01-04 21:36:16,2025-01-04 21:36:24,00:00:08,26.7685616,85.28491,0,49.0,2025-01-04 21:36:16
2025-01-04 21:38:16,2025-01-04 21:38:22,00:00:06,26.7685616,85.28491,0,49.0,2025-01-04 21:38:16
2025-01-04 21:39:14,2025-01-04 21:39:23,00:00:09,26.7686783,85.2850866,18,47.0,2025-01-04 21:39:14
2025-01-04 21:39:30,2025-01-04 21:39:33,00:00:03,26.76917,85.2858383,23,52.0,2025-01-04 21:39:30
2025-01-04 21:39:32,2025-01-04 21:39:42,00:00:10,26.7692016,85.2859566,19,52.0,2025-01-04 21:39:32
2025-01-04 21:39:34,2025-01-04 21:39:42,00:00:08,26.7692066,85.2860233,6,51.0,2025-01-04 21:39:34
2025-01-04 21:39:37,2025-01-04 21:39:42,00:00:05,26.76922,85.2860783,11,49.0,2025-01-04 21:39:37
2025-01-04 21:39:39,2025-01-04 21:39:42,00:00:03,26.7692266,85.2861233,11,48.0,2025-01-04 21:39:39
2025-01-04 21:39:42,2025-01-04 21:39:45,00:00:03,26.7692466,85.2862633,21,47.0,2025-01-04 21:39:42
