Data Actual Time,Data Received Time,Time Difference,Latitude,Longitude,Speed,Altitude,Timestamp
2025-01-07 20:37:24,2025-01-07 20:37:29,00:00:05,26.7721483,85.2686949,40,69.0,2025-01-07 20:37:24
2025-01-07 20:37:26,2025-01-07 20:37:29,00:00:03,26.77195,85.2687316,43,68.0,2025-01-07 20:37:26
2025-01-07 20:37:31,2025-01-07 20:37:47,00:00:16,26.7713966,85.2690183,45,69.0,2025-01-07 20:37:31
2025-01-07 20:37:39,2025-01-07 20:37:47,00:00:08,26.7705816,85.2695216,45,66.0,2025-01-07 20:37:39
2025-01-07 20:37:40,2025-01-07 20:37:47,00:00:07,26.7704799,85.2695749,46,64.0,2025-01-07 20:37:40
2025-01-07 20:37:41,2025-01-07 20:37:47,00:00:06,26.77038,85.2696166,44,62.0,2025-01-07 20:37:41
2025-01-07 20:37:42,2025-01-07 20:37:47,00:00:05,26.7702883,85.269685,44,61.0,2025-01-07 20:37:42
2025-01-07 20:37:50,2025-01-07 20:37:55,00:00:05,26.769485,85.27019,42,58.0,2025-01-07 20:37:50
2025-01-07 20:37:59,2025-01-07 20:38:01,00:00:02,26.7685983,85.2706916,44,63.0,2025-01-07 20:37:59
2025-01-07 20:38:08,2025-01-07 20:38:10,00:00:02,26.76774,85.2712016,41,62.0,2025-01-07 20:38:08
2025-01-07 20:38:18,2025-01-07 20:38:23,00:00:05,26.7668816,85.27173,37,65.0,2025-01-07 20:38:18
2025-01-07 20:38:22,2025-01-07 20:38:31,00:00:09,26.7665649,85.2719166,25,63.0,2025-01-07 20:38:22
2025-01-07 20:38:26,2025-01-07 20:38:31,00:00:05,26.7663933,85.2720233,14,64.0,2025-01-07 20:38:26
2025-01-07 20:38:27,2025-01-07 20:38:31,00:00:04,26.7663699,85.272045,14,63.0,2025-01-07 20:38:27
2025-01-07 20:38:36,2025-01-07 20:38:40,00:00:04,26.7660266,85.2724316,23,66.0,2025-01-07 20:38:36
