Data Actual Time,Data Received Time,Time Difference,Latitude,Longitude,Speed,Altitude,Timestamp
2025-02-13 20:59:09,2025-02-13 20:59:12,00:00:03,26.7721849,85.2686783,41,66.0,2025-02-13 20:59:09
2025-02-13 20:59:14,2025-02-13 20:59:18,00:00:04,26.7716883,85.26885,42,66.0,2025-02-13 20:59:14
2025-02-13 20:59:16,2025-02-13 20:59:18,00:00:02,26.7714683,85.268985,45,63.0,2025-02-13 20:59:16
2025-02-13 20:59:24,2025-02-13 20:59:28,00:00:04,26.7706633,85.2695083,46,61.0,2025-02-13 20:59:24
2025-02-13 20:59:31,2025-02-13 20:59:34,00:00:03,26.7699833,85.269865,36,59.0,2025-02-13 20:59:31
2025-02-13 20:59:35,2025-02-13 20:59:40,00:00:05,26.7696066,85.2701133,46,63.0,2025-02-13 20:59:35
2025-02-13 20:59:43,2025-02-13 20:59:45,00:00:02,26.7687466,85.2706033,48,58.0,2025-02-13 20:59:43
2025-02-13 20:59:51,2025-02-13 20:59:54,00:00:03,26.7678833,85.2710683,45,62.0,2025-02-13 20:59:51
2025-02-13 21:00:00,2025-02-13 21:00:02,00:00:02,26.7669883,85.27163,45,62.0,2025-02-13 21:00:00
2025-02-13 21:00:07,2025-02-13 21:00:10,00:00:03,26.7663333,85.2719833,35,63.0,2025-02-13 21:00:07
2025-02-13 21:00:10,2025-02-13 21:00:15,00:00:05,26.7661666,85.2721266,29,66.0,2025-02-13 21:00:10
2025-02-13 21:00:13,2025-02-13 21:00:17,00:00:04,26.766015,85.2723166,28,68.0,2025-02-13 21:00:13
2025-02-13 21:00:16,2025-02-13 21:00:18,00:00:02,26.7659166,85.272525,29,70.0,2025-02-13 21:00:16
2025-02-13 21:00:18,2025-02-13 21:00:21,00:00:03,26.7658733,85.2726916,29,70.0,2025-02-13 21:00:18
2025-02-13 21:00:26,2025-02-13 21:00:28,00:00:02,26.7658066,85.2732616,25,65.0,2025-02-13 21:00:26
2025-02-13 21:00:34,2025-02-13 21:00:37,00:00:03,26.7658733,85.2739216,36,59.0,2025-02-13 21:00:34
