Data Actual Time,Data Received Time,Time Difference,Latitude,Longitude,Speed,Altitude,Timestamp
2025-02-06 20:09:14,2025-02-06 20:09:16,00:00:02,26.7725966,85.2686883,0,60.0,2025-02-06 20:09:14
2025-02-06 20:09:21,2025-02-06 20:09:24,00:00:03,26.772565,85.268685,14,60.0,2025-02-06 20:09:21
2025-02-06 20:09:23,2025-02-06 20:09:26,00:00:03,26.77245,85.268675,24,60.0,2025-02-06 20:09:23
2025-02-06 20:09:26,2025-02-06 20:09:31,00:00:05,26.7722333,85.2686833,29,59.0,2025-02-06 20:09:26
2025-02-06 20:09:30,2025-02-06 20:09:33,00:00:03,26.77192,85.2687766,32,58.0,2025-02-06 20:09:30
2025-02-06 20:09:42,2025-02-06 20:09:45,00:00:03,26.7710433,85.2692566,34,55.0,2025-02-06 20:09:42
2025-02-06 20:09:48,2025-02-06 20:09:51,00:00:03,26.770535,85.2695833,37,61.0,2025-02-06 20:09:48
2025-02-06 20:09:51,2025-02-06 20:09:56,00:00:05,26.77028,85.2697333,39,64.0,2025-02-06 20:09:51
2025-02-06 20:10:01,2025-02-06 20:10:10,00:00:09,26.7694499,85.270215,31,59.0,2025-02-06 20:10:01
2025-02-06 20:10:10,2025-02-06 20:10:18,00:00:08,26.768845,85.2705766,41,56.0,2025-02-06 20:10:10
2025-02-06 20:10:19,2025-02-06 20:10:20,00:00:01,26.76803,85.2710416,36,67.0,2025-02-06 20:10:19
2025-02-06 20:10:30,2025-02-06 20:10:33,00:00:03,26.7671749,85.27154,36,61.0,2025-02-06 20:10:30
2025-02-06 20:10:39,2025-02-06 20:10:42,00:00:03,26.7664999,85.2719533,26,63.0,2025-02-06 20:10:39
2025-02-06 20:10:42,2025-02-06 20:10:47,00:00:05,26.7663516,85.2720249,19,64.0,2025-02-06 20:10:42
2025-02-06 20:10:43,2025-02-06 20:10:47,00:00:04,26.7663033,85.2720333,17,63.0,2025-02-06 20:10:43
2025-02-06 20:10:46,2025-02-06 20:10:54,00:00:08,26.7661466,85.27203,13,62.0,2025-02-06 20:10:46
2025-02-06 20:10:49,2025-02-06 20:10:54,00:00:05,26.76606,85.272015,9,59.0,2025-02-06 20:10:49
2025-02-06 20:10:56,2025-02-06 20:10:59,00:00:03,26.7658516,85.2720333,17,53.0,2025-02-06 20:10:56
2025-02-06 20:11:01,2025-02-06 20:11:05,00:00:04,26.7655333,85.2720033,27,52.0,2025-02-06 20:11:01
2025-02-06 20:11:14,2025-02-06 20:11:15,00:00:01,26.7645966,85.2719833,27,51.0,2025-02-06 20:11:14
2025-02-06 20:11:17,2025-02-06 20:11:20,00:00:03,26.7644083,85.2719766,25,52.0,2025-02-06 20:11:17
2025-02-06 20:11:22,2025-02-06 20:11:25,00:00:03,26.7640533,85.27196,31,53.0,2025-02-06 20:11:22
2025-02-06 20:11:33,2025-02-06 20:11:36,00:00:03,26.76326,85.2718816,21,51.0,2025-02-06 20:11:33
2025-02-06 20:11:38,2025-02-06 20:11:42,00:00:04,26.763025,85.2718383,18,49.0,2025-02-06 20:11:38
2025-02-06 20:11:56,2025-02-06 20:11:58,00:00:02,26.7621816,85.2714766,17,54.0,2025-02-06 20:11:56
2025-02-06 20:11:59,2025-02-06 20:12:00,00:00:01,26.7621066,85.2714216,12,56.0,2025-02-06 20:11:59
2025-02-06 20:12:01,2025-02-06 20:12:03,00:00:02,26.7620883,85.2714366,8,57.0,2025-02-06 20:12:01
2025-02-06 20:12:04,2025-02-06 20:12:08,00:00:04,26.76207,85.2714766,7,57.0,2025-02-06 20:12:04
2025-02-06 20:12:06,2025-02-06 20:12:08,00:00:02,26.76204,85.27153,10,57.0,2025-02-06 20:12:06
2025-02-06 20:12:08,2025-02-06 20:12:11,00:00:03,26.7619999,85.2715933,13,58.0,2025-02-06 20:12:08
2025-02-06 20:12:16,2025-02-06 20:12:18,00:00:02,26.7619349,85.2720899,22,58.0,2025-02-06 20:12:16
2025-02-06 20:12:31,2025-02-06 20:12:33,00:00:02,26.7617866,85.2731383,25,61.0,2025-02-06 20:12:31
2025-02-06 20:12:39,2025-02-06 20:12:42,00:00:03,26.76175,85.2736266,15,62.0,2025-02-06 20:12:39
2025-02-06 20:12:46,2025-02-06 20:12:59,00:00:13,26.7617299,85.2738883,17,61.0,2025-02-06 20:12:46
2025-02-06 20:12:51,2025-02-06 20:13:02,00:00:11,26.7617433,85.2741666,18,61.0,2025-02-06 20:12:51
2025-02-06 20:12:55,2025-02-06 20:13:02,00:00:07,26.7616816,85.2744083,22,61.0,2025-02-06 20:12:55
2025-02-06 20:12:58,2025-02-06 20:13:02,00:00:04,26.7615883,85.27461,29,60.0,2025-02-06 20:12:58
2025-02-06 20:13:00,2025-02-06 20:13:02,00:00:02,26.76149,85.274745,30,61.0,2025-02-06 20:13:00
2025-02-06 20:13:05,2025-02-06 20:13:06,00:00:01,26.7612266,85.2750366,27,61.0,2025-02-06 20:13:05
2025-02-06 20:13:08,2025-02-06 20:13:12,00:00:04,26.7610583,85.2751516,27,60.0,2025-02-06 20:13:08
2025-02-06 20:13:11,2025-02-06 20:13:17,00:00:06,26.7608966,85.2752633,25,58.0,2025-02-06 20:13:11
2025-02-06 20:13:13,2025-02-06 20:13:17,00:00:04,26.7608233,85.2753866,27,58.0,2025-02-06 20:13:13
2025-02-06 20:13:21,2025-02-06 20:13:24,00:00:03,26.7606183,85.2758583,14,60.0,2025-02-06 20:13:21
2025-02-06 20:13:24,2025-02-06 20:13:26,00:00:02,26.7605983,85.2759016,4,60.0,2025-02-06 20:13:24
2025-02-06 20:14:08,2025-02-06 20:14:12,00:00:04,26.7605666,85.2759916,14,62.0,2025-02-06 20:14:08
2025-02-06 20:14:23,2025-02-06 20:14:26,00:00:03,26.7602916,85.2767466,21,62.0,2025-02-06 20:14:23
2025-02-06 20:14:31,2025-02-06 20:14:40,00:00:09,26.76016,85.27722,20,63.0,2025-02-06 20:14:31
2025-02-06 20:14:35,2025-02-06 20:14:44,00:00:09,26.7600899,85.2773566,10,64.0,2025-02-06 20:14:35
2025-02-06 20:14:38,2025-02-06 20:14:44,00:00:06,26.7600599,85.2774333,11,64.0,2025-02-06 20:14:38
